plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	raw_r4_ch1	raw_r5_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	raw/PlateMedian_r4_ch1	raw/PlateMedian_r5_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	normalized_r4_ch1	normalized_r5_ch1	PlateName	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
1	242	0.07	K02	neg	neg	1618508	1772074	1737752	567114	1879592	1737752	1515008	1.1	1.1	1.04	0.448	0.937	1.007	1.01	0.999	0.865	0.976	1	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
1	35	0.05	B11	sample	sample	1461062	1538536	1561420	1652806	1830797	1561420	1608924.2	0.989	0.954	0.938	1.31	0.913	0.986	0.981	0.977	1.091	0.971	1	Bendamustine	0.625	DMSO	0	Bendamustine_0.625_DMSO_0.625
1	93	0.05	D21	sample	sample	1309648	1539070	1456928	1687406	2166327	1539070	1631875.8	0.886	0.955	0.875	1.33	1.08	0.964	0.981	0.963	1.095	1.005	1	Disulfiram	0.01953125	U0126	0.01953125	Disulfiram_0.01953125_U0126_0.01953125
1	382	0.05	P22	sample	sample	1414931	1519895	1582947	1778506	1849272	1582947	1629110.2	0.958	0.943	0.951	1.41	0.922	0.98	0.979	0.98	1.106	0.973	1	DMSO	0	DMSO	0	DMSO_22_DMSO_22
2	142	0.04	F22	sample	sample	1993529	1919583	1929215	NA	NA	1929215	1947442.33333333	0.991	1.02	0.997	NA	NA	0.983	0.985	0.984	NA	NA	2	WORT	10	DMSO	0	WORT_10_DMSO_10
1	63	0.04	C15	sample	sample	1515626	1656543	1668911	829876	1998106	1656543	1533812.4	1.03	1.03	1	0.656	0.996	0.994	0.996	0.991	0.945	0.988	1	Bendamustine	0.15625	WORT	0.15625	Bendamustine_0.15625_WORT_0.15625
2	53	0.04	C05	sample	sample	2009871	1884682	1952899	NA	NA	1952899	1949150.66666667	0.999	1	1.01	NA	NA	0.984	0.981	0.987	NA	NA	2	Bendamustine	5	WORT	5	Bendamustine_5_WORT_5
1	338	0.04	O02	neg	neg	1595753	1717481	1692385	449494	2272267	1692385	1545476	1.08	1.07	1.02	0.355	1.13	1.004	1.004	0.994	0.816	1.014	1	AKTi VIII	0	DMSO	0	DMSO_0_DMSO_0
2	146	0.04	G02	neg	neg	2023493	1917844	1912672	NA	NA	1917844	1951336.33333333	1.01	1.02	0.989	NA	NA	0.986	0.985	0.982	NA	NA	2	U0126	0	DMSO	0	DMSO_0_DMSO_0
2	178	0.03	H10	sample	sample	1981629	1891979	1986110	NA	NA	1981629	1953239.33333333	0.985	1.01	1.03	NA	NA	0.981	0.982	0.99	NA	NA	2	PD	0.15625	DMSO	0	PD_0.15625_DMSO_0.15625
2	360	0.03	O24	sample	sample	2000690	1923837	1936538	NA	NA	1936538	1953688.33333333	0.994	1.02	1	NA	NA	0.983	0.986	0.985	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	217	0.03	J01	sample	sample	1856296	2026950	1983846	NA	NA	1983846	1955697.33333333	0.923	1.08	1.03	NA	NA	0.968	0.997	0.99	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	197	0.02	I05	neg	neg	1502060	1698129	1703181	603403	2211870	1698129	1543728.6	1.02	1.05	1.02	0.477	1.1	0.992	1.001	0.995	0.878	1.009	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	381	0.02	P21	sample	sample	2049694	1903160	1927919	NA	NA	1927919	1960257.66666667	1.02	1.01	0.996	NA	NA	0.989	0.983	0.984	NA	NA	2	DMSO	0	DMSO	0	DMSO_21_DMSO_21
1	65	0.02	C17	sample	sample	1488987	1640990	1752800	919795	1943550	1640990	1549224.4	1.01	1.02	1.05	0.727	0.969	0.99	0.994	1.001	0.967	0.983	1	Bendamustine	0.078125	WORT	0.078125	Bendamustine_0.078125_WORT_0.078125
2	122	0.01	F02	neg	neg	2019331	1925196	1938688	NA	NA	1938688	1961071.66666667	1	1.03	1	NA	NA	0.985	0.986	0.985	NA	NA	2	WORT	0	DMSO	0	DMSO_0_DMSO_0
2	140	0.01	F20	sample	sample	2009871	1835154	2061203	NA	NA	2009871	1968742.66666667	0.999	0.978	1.07	NA	NA	0.984	0.976	0.998	NA	NA	2	WORT	5	DMSO	0	WORT_5_DMSO_5
2	283	0.01	L19	sample	sample	1977858	2007498	1904178	NA	NA	1977858	1963178	0.983	1.07	0.984	NA	NA	0.981	0.995	0.982	NA	NA	2	Disulfiram	0.0390625	AKTi VIII	0.0390625	Disulfiram_0.0390625_AKTi VIII_0.0390625
2	77	-0.01	D05	sample	sample	2093809	1904490	1917150	NA	NA	1917150	1971816.33333333	1.04	1.01	0.991	NA	NA	0.993	0.984	0.983	NA	NA	2	Bendamustine	5	U0126	5	Bendamustine_5_U0126_5
2	80	-0.02	D08	sample	sample	2002766	1864238	2074674	NA	NA	2002766	1980559.33333333	0.995	0.993	1.07	NA	NA	0.984	0.979	1	NA	NA	2	Bendamustine	0.078125	U0126	0.078125	Bendamustine_0.078125_U0126_0.078125
1	78	-0.02	D06	sample	sample	1309790	1570668	1622638	1847619	2007040	1622638	1671551	0.886	0.974	0.975	1.46	1	0.964	0.985	0.985	1.114	0.989	1	Disulfiram	0.0390625	U0126	0.0390625	Disulfiram_0.0390625_U0126_0.0390625
2	112	-0.03	E16	sample	sample	2159506	1773501	2032548	NA	NA	2032548	1988518.33333333	1.07	0.945	1.05	NA	NA	1	0.969	0.995	NA	NA	2	Bendamustine	1.25	PD	1.25	Bendamustine_1.25_PD_1.25
1	198	-0.03	I06	neg	neg	1573438	1702583	1712863	680481	2135603	1702583	1560993.6	1.06	1.06	1.03	0.538	1.06	1.001	1.002	0.997	0.903	1.002	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	123	-0.03	F03	sample	sample	1430847	1497310	1617014	1823849	1974693	1617014	1668742.6	0.968	0.929	0.972	1.44	0.984	0.982	0.976	0.985	1.111	0.986	1	WORT	10	DMSO	0	WORT_10_DMSO_10
1	31	-0.04	B07	sample	sample	1538261	1647810	1664513	1542060	1735433	1647810	1625615.4	1.04	1.02	1	1.22	0.865	0.997	0.995	0.991	1.076	0.96	1	Bendamustine	2.5	DMSO	0	Bendamustine_2.5_DMSO_2.5
1	381	-0.04	P21	sample	sample	1506991	1508353	1482392	1716779	2080377	1508353	1658978.4	1.02	0.936	0.891	1.36	1.04	0.993	0.977	0.967	1.099	0.996	1	DMSO	0	DMSO	0	DMSO_21_DMSO_21
2	362	-0.04	P02	sample	sample	2101961	1986323	1869200	NA	NA	1986323	1985828	1.04	1.06	0.966	NA	NA	0.994	0.993	0.978	NA	NA	2	DMSO	0	DMSO	0	DMSO_2_DMSO_2
1	154	-0.04	G10	sample	sample	1468772	1755360	1755402	737021	2127783	1755360	1568867.6	0.994	1.09	1.05	0.583	1.06	0.987	1.008	1.002	0.92	1.001	1	U0126	0.15625	DMSO	0	U0126_0.15625_DMSO_0.15625
2	135	-0.04	F15	sample	sample	2135130	1845869	1995647	NA	NA	1995647	1992215.33333333	1.06	0.983	1.03	NA	NA	0.997	0.977	0.991	NA	NA	2	WORT	0.15625	DMSO	0	WORT_0.15625_DMSO_0.15625
1	312	-0.04	M24	sample	sample	1391795	1549962	1587450	1719804	2063242	1587450	1662450.6	0.942	0.961	0.954	1.36	1.03	0.976	0.983	0.981	1.099	0.995	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	37	-0.05	B13	sample	sample	1493801	1735263	1630388	1486937	1770348	1630388	1623347.4	1.01	1.08	0.98	1.18	0.882	0.991	1.006	0.986	1.068	0.964	1	Bendamustine	0.3125	DMSO	0	Bendamustine_0.3125_DMSO_0.3125
2	334	-0.05	N22	sample	sample	2030936	2009884	1922127	NA	NA	2009884	1987649	1.01	1.07	0.993	NA	NA	0.987	0.995	0.983	NA	NA	2	MK2206	10	DMSO	0	MK2206_10_DMSO_10
1	244	-0.05	K04	sample	sample	1557284	1686080	1873273	597599	2153103	1686080	1573467.8	1.05	1.05	1.13	0.472	1.07	0.999	1	1.015	0.876	1.003	1	Bendamustine	0.01953125	MK2206	0.01953125	Bendamustine_0.01953125_MK2206_0.01953125
1	383	-0.05	P23	sample	sample	1569832	1463162	1545921	1721044	2014251	1569832	1662842	1.06	0.907	0.929	1.36	1	1.001	0.971	0.975	1.099	0.99	1	DMSO	0	DMSO	0	DMSO_23_DMSO_23
2	120	-0.06	E24	sample	sample	2054245	2046447	1877104	NA	NA	2046447	1992598.66666667	1.02	1.09	0.97	NA	NA	0.989	0.999	0.978	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	104	-0.06	E08	sample	sample	2120745	1866193	2008182	NA	NA	2008182	1998373.33333333	1.05	0.994	1.04	NA	NA	0.996	0.979	0.993	NA	NA	2	Bendamustine	0.078125	PD	0.078125	Bendamustine_0.078125_PD_0.078125
2	87	-0.06	D15	sample	sample	2148522	1880940	1965308	NA	NA	1965308	1998256.66666667	1.07	1	1.02	NA	NA	0.998	0.981	0.988	NA	NA	2	Bendamustine	0.15625	U0126	0.15625	Bendamustine_0.15625_U0126_0.15625
2	78	-0.06	D06	sample	sample	2220708	1836059	1950541	NA	NA	1950541	2002436	1.1	0.978	1.01	NA	NA	1.005	0.976	0.987	NA	NA	2	Bendamustine	0.0390625	U0126	0.0390625	Bendamustine_0.0390625_U0126_0.0390625
1	269	-0.07	L05	sample	sample	1349926	1355558	1514550	2193407	2391621	1514550	1761012.4	0.914	0.841	0.91	1.73	1.19	0.97	0.955	0.971	1.15	1.025	1	Bendamustine	5	AKTi VIII	5	Bendamustine_5_AKTi VIII_5
1	240	-0.07	J24	sample	sample	1394073	1642624	1694659	1649400	1906395	1649400	1657430.2	0.943	1.02	1.02	1.3	0.95	0.977	0.995	0.994	1.09	0.979	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	216	-0.07	I24	sample	sample	1426907	1657109	1641657	1384205	2032497	1641657	1628475	0.966	1.03	0.986	1.09	1.01	0.981	0.996	0.988	1.053	0.992	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	184	-0.07	H16	sample	sample	2161764	1873753	1976865	NA	NA	1976865	2004127.33333333	1.07	0.998	1.02	NA	NA	1	0.98	0.989	NA	NA	2	PD	1.25	DMSO	0	PD_1.25_DMSO_1.25
2	220	-0.07	J04	sample	sample	2083296	1907000	2020298	NA	NA	2020298	2003531.33333333	1.04	1.02	1.04	NA	NA	0.992	0.984	0.994	NA	NA	2	Disulfiram	0.01953125	DMSO	0	Disulfiram_0.01953125_DMSO_0.01953125
1	294	-0.08	M06	sample	sample	1600397	1772211	1770057	565263	2213236	1770057	1584232.8	1.08	1.1	1.06	0.447	1.1	1.005	1.01	1.003	0.864	1.009	1	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
2	141	-0.08	F21	sample	sample	2087140	1895346	2035198	NA	NA	2035198	2005894.66666667	1.04	1.01	1.05	NA	NA	0.992	0.983	0.996	NA	NA	2	WORT	0.01953125	DMSO	0	WORT_0.01953125_DMSO_0.01953125
2	105	-0.08	E09	sample	sample	2109953	1943278	1968971	NA	NA	1968971	2007400.66666667	1.05	1.04	1.02	NA	NA	0.995	0.988	0.989	NA	NA	2	Bendamustine	1.25	PD	1.25	Bendamustine_1.25_PD_1.25
2	98	-0.09	E02	neg	neg	2058798	1897903	2070991	NA	NA	2058798	2009230.66666667	1.02	1.01	1.07	NA	NA	0.99	0.983	0.999	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	139	-0.09	F19	sample	sample	2031579	1983829	2008759	NA	NA	2008759	2008055.66666667	1.01	1.06	1.04	NA	NA	0.987	0.992	0.993	NA	NA	2	WORT	0.0390625	DMSO	0	WORT_0.0390625_DMSO_0.0390625
1	362	-0.09	P02	sample	sample	1463731	1425395	1631725	1986566	2083417	1631725	1718166.8	0.991	0.884	0.98	1.57	1.04	0.987	0.965	0.987	1.129	0.997	1	DMSO	0	DMSO	0	DMSO_2_DMSO_2
1	45	-0.09	B21	sample	sample	1515820	1646310	1747549	1449565	1838049	1646310	1639458.6	1.03	1.02	1.05	1.15	0.916	0.994	0.995	1.001	1.063	0.971	1	Bendamustine	0.01953125	DMSO	0	Bendamustine_0.01953125_DMSO_0.01953125
2	123	-0.1	F03	sample	sample	2072421	1929338	2035636	NA	NA	2035636	2012465	1.03	1.03	1.05	NA	NA	0.991	0.986	0.996	NA	NA	2	WORT	10	DMSO	0	WORT_10_DMSO_10
2	204	-0.1	I12	neg	neg	2060863	1934588	2046490	NA	NA	2046490	2013980.33333333	1.02	1.03	1.06	NA	NA	0.99	0.987	0.997	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	195	-0.1	I03	neg	neg	2071710	2003869	1960676	NA	NA	2003869	2012085	1.03	1.07	1.01	NA	NA	0.991	0.994	0.988	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	264	-0.1	K24	sample	sample	2119355	1867064	2073214	NA	NA	2073214	2019877.66666667	1.05	0.995	1.07	NA	NA	0.996	0.979	0.999	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	151	-0.1	G07	sample	sample	1555703	1738580	1904541	590115	2194945	1738580	1596776.8	1.05	1.08	1.14	0.466	1.09	0.999	1.006	1.018	0.873	1.007	1	U0126	2.5	DMSO	0	U0126_2.5_DMSO_2.5
2	312	-0.11	M24	sample	sample	2064064	2044399	1935165	NA	NA	2044399	2014542.66666667	1.03	1.09	1	NA	NA	0.99	0.999	0.985	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	134	-0.11	F14	sample	sample	2097657	1897131	2066573	NA	NA	2066573	2020453.66666667	1.04	1.01	1.07	NA	NA	0.993	0.983	0.999	NA	NA	2	WORT	0.625	DMSO	0	WORT_0.625_DMSO_0.625
1	95	-0.11	D23	neg	neg	1497024	1605027	1648342	1525506	2017191	1605027	1658618	1.01	0.995	0.99	1.21	1.01	0.991	0.99	0.989	1.074	0.99	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	100	-0.11	E04	sample	sample	2033740	1989830	2031931	NA	NA	2031931	2018500.33333333	1.01	1.06	1.05	NA	NA	0.987	0.993	0.995	NA	NA	2	Bendamustine	0.01953125	PD	0.01953125	Bendamustine_0.01953125_PD_0.01953125
1	264	-0.11	K24	sample	sample	1376728	1662759	1664032	1596804	2065540	1662759	1673172.6	0.932	1.03	1	1.26	1.03	0.974	0.997	0.991	1.083	0.995	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	170	-0.11	H02	neg	neg	2074799	1948550	2038493	NA	NA	2038493	2020614	1.03	1.04	1.05	NA	NA	0.991	0.988	0.996	NA	NA	2	PD	0	DMSO	0	DMSO_0_DMSO_0
2	116	-0.11	E20	sample	sample	2054335	1992902	2011581	NA	NA	2011581	2019606	1.02	1.06	1.04	NA	NA	0.989	0.993	0.993	NA	NA	2	Bendamustine	5	PD	5	Bendamustine_5_PD_5
2	106	-0.12	E10	sample	sample	2139244	1972287	1952121	NA	NA	1972287	2021217.33333333	1.06	1.05	1.01	NA	NA	0.998	0.991	0.987	NA	NA	2	Bendamustine	0.15625	PD	0.15625	Bendamustine_0.15625_PD_0.15625
1	220	-0.12	J04	sample	sample	1294848	1641444	1711439	1823121	2068588	1711439	1707888	0.876	1.02	1.03	1.44	1.03	0.962	0.994	0.996	1.111	0.995	1	Disulfiram	0.01953125	DMSO	0	Disulfiram_0.01953125_DMSO_0.01953125
1	140	-0.12	F20	sample	sample	1491726	1669708	1644581	1583703	1938459	1644581	1665635.4	1.01	1.04	0.988	1.25	0.966	0.991	0.998	0.988	1.082	0.982	1	WORT	5	DMSO	0	WORT_5_DMSO_5
1	124	-0.12	F04	sample	sample	1446757	1587958	1739839	1781390	1918280	1739839	1694844.8	0.979	0.985	1.05	1.41	0.956	0.984	0.988	1	1.106	0.98	1	WORT	0.01953125	DMSO	0	WORT_0.01953125_DMSO_0.01953125
1	153	-0.12	G09	sample	sample	1756199	1764318	1755240	719128	1972113	1756199	1593399.6	1.19	1.09	1.05	0.568	0.983	1.024	1.009	1.002	0.915	0.986	1	U0126	1.25	DMSO	0	U0126_1.25_DMSO_1.25
2	306	-0.12	M18	sample	sample	2163645	2051499	1859867	NA	NA	2051499	2025003.66666667	1.08	1.09	0.961	NA	NA	1	0.999	0.977	NA	NA	2	Disulfiram	2.5	WORT	2.5	Disulfiram_2.5_WORT_2.5
2	111	-0.12	E15	sample	sample	2169040	1829650	2099386	NA	NA	2099386	2032692	1.08	0.975	1.08	NA	NA	1	0.975	1.002	NA	NA	2	Bendamustine	0.15625	PD	0.15625	Bendamustine_0.15625_PD_0.15625
1	149	-0.13	G05	sample	sample	1527397	1805576	1842799	494427	2428633	1805576	1619766.4	1.03	1.12	1.11	0.391	1.21	0.995	1.014	1.012	0.836	1.028	1	U0126	5	DMSO	0	U0126_5_DMSO_5
1	204	-0.13	I12	neg	neg	1561469	1712574	1936420	860642	1960319	1712574	1606284.8	1.06	1.06	1.16	0.68	0.977	1	1.003	1.022	0.953	0.984	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	152	-0.13	G08	sample	sample	1545885	1758710	1776783	651763	2320191	1758710	1610666.4	1.05	1.09	1.07	0.515	1.16	0.998	1.009	1.004	0.894	1.018	1	U0126	0.078125	DMSO	0	U0126_0.078125_DMSO_0.078125
2	56	-0.13	C08	sample	sample	2082364	1958746	2047985	NA	NA	2047985	2029698.33333333	1.04	1.04	1.06	NA	NA	0.992	0.99	0.997	NA	NA	2	Bendamustine	0.078125	WORT	0.078125	Bendamustine_0.078125_WORT_0.078125
1	69	-0.13	C21	sample	sample	1451919	1594723	1719593	1134631	2301953	1594723	1640563.8	0.983	0.989	1.03	0.897	1.15	0.985	0.989	0.997	1.011	1.017	1	Bendamustine	0.01953125	WORT	0.01953125	Bendamustine_0.01953125_WORT_0.01953125
1	58	-0.14	C10	sample	sample	1710931	1733735	1912084	597718	2073860	1733735	1605665.6	1.16	1.08	1.15	0.472	1.03	1.019	1.006	1.019	0.876	0.996	1	Bendamustine	0.15625	WORT	0.15625	Bendamustine_0.15625_WORT_0.15625
1	360	-0.14	O24	sample	sample	1582715	1593905	1571440	1659895	2024243	1593905	1686439.6	1.07	0.989	0.944	1.31	1.01	1.003	0.988	0.979	1.092	0.991	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	217	-0.14	J01	sample	sample	1444009	1672174	1702339	1748395	1921250	1702339	1697633.4	0.977	1.04	1.02	1.38	0.958	0.984	0.998	0.995	1.103	0.98	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	313	-0.15	N01	sample	sample	1385884	1534278	1608065	1990546	2205122	1608065	1744779	0.938	0.952	0.966	1.57	1.1	0.976	0.981	0.984	1.13	1.008	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	119	-0.16	E23	neg	neg	1547281	1629488	1611406	1527372	2072180	1611406	1677545.4	1.05	1.01	0.968	1.21	1.03	0.998	0.993	0.984	1.074	0.996	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	55	-0.16	C07	sample	sample	2211773	1884846	2039548	NA	NA	2039548	2045389	1.1	1	1.05	NA	NA	1.005	0.981	0.996	NA	NA	2	Bendamustine	2.5	WORT	2.5	Bendamustine_2.5_WORT_2.5
1	122	-0.16	F02	neg	neg	1442545	1615712	1790013	1605325	1995544	1615712	1689827.8	0.976	1	1.08	1.27	0.995	0.984	0.991	1.006	1.084	0.988	1	WORT	0	DMSO	0	DMSO_0_DMSO_0
2	289	-0.16	M01	sample	sample	2027670	1978357	2122803	NA	NA	2027670	2042943.33333333	1.01	1.05	1.1	NA	NA	0.986	0.992	1.004	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	150	-0.16	G06	sample	sample	1560106	1783135	1928906	523764	2352536	1783135	1629689.4	1.06	1.11	1.16	0.414	1.17	1	1.011	1.021	0.848	1.021	1	U0126	0.0390625	DMSO	0	U0126_0.0390625_DMSO_0.0390625
2	358	-0.16	O22	sample	sample	1998870	2120069	2003681	NA	NA	2003681	2040873.33333333	0.994	1.13	1.04	NA	NA	0.983	1.006	0.992	NA	NA	2	AKTi VIII	10	DMSO	0	AKTi VIII_10_DMSO_10
2	127	-0.17	F07	sample	sample	2155304	1941127	2049028	NA	NA	2049028	2048486.33333333	1.07	1.03	1.06	NA	NA	0.999	0.988	0.997	NA	NA	2	WORT	2.5	DMSO	0	WORT_2.5_DMSO_2.5
1	208	-0.17	I16	neg	neg	1570806	1705479	1791976	1022402	2076704	1705479	1633473.4	1.06	1.06	1.08	0.808	1.04	1.001	1.002	1.006	0.989	0.996	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	82	-0.18	D10	sample	sample	2234141	1925018	2003463	NA	NA	2003463	2054207.33333333	1.11	1.03	1.04	NA	NA	1.007	0.986	0.992	NA	NA	2	Bendamustine	0.15625	U0126	0.15625	Bendamustine_0.15625_U0126_0.15625
1	57	-0.18	C09	sample	sample	1563635	1791634	1967575	539052	2318063	1791634	1635991.8	1.06	1.11	1.18	0.426	1.16	1	1.012	1.025	0.854	1.018	1	Bendamustine	1.25	WORT	1.25	Bendamustine_1.25_WORT_1.25
1	246	-0.18	K06	sample	sample	1717857	1794535	1885213	603803	2112618	1794535	1622805.2	1.16	1.11	1.13	0.477	1.05	1.019	1.013	1.016	0.878	1	1	Bendamustine	0.0390625	MK2206	0.0390625	Bendamustine_0.0390625_MK2206_0.0390625
2	143	-0.18	F23	neg	neg	2134440	2001344	2020876	NA	NA	2020876	2052220	1.06	1.07	1.04	NA	NA	0.997	0.994	0.994	NA	NA	2	WORT	0	DMSO	0	DMSO_0_DMSO_0
1	170	-0.18	H02	neg	neg	1469903	1697461	1671265	1853575	1942379	1697461	1726916.6	0.995	1.05	1	1.46	0.968	0.988	1.001	0.991	1.115	0.983	1	PD	0	DMSO	0	DMSO_0_DMSO_0
2	216	-0.19	I24	sample	sample	2141028	2186870	1840715	NA	NA	2141028	2056204.33333333	1.06	1.16	0.951	NA	NA	0.998	1.013	0.974	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	368	-0.2	P08	sample	sample	2015273	2082778	2073666	NA	NA	2073666	2057239	1	1.11	1.07	NA	NA	0.985	1.003	0.999	NA	NA	2	DMSO	0	DMSO	0	DMSO_8_DMSO_8
1	247	-0.2	K07	sample	sample	1651995	1805914	1878085	685986	2127809	1805914	1629957.8	1.12	1.12	1.13	0.542	1.06	1.011	1.014	1.016	0.905	1.001	1	Bendamustine	2.5	MK2206	2.5	Bendamustine_2.5_MK2206_2.5
1	258	-0.2	K18	sample	sample	1575046	1724810	1676346	1326734	2049956	1676346	1670578.4	1.07	1.07	1.01	1.05	1.02	1.002	1.005	0.992	1.044	0.993	1	Bendamustine	2.5	MK2206	2.5	Bendamustine_2.5_MK2206_2.5
2	159	-0.21	G15	sample	sample	2126868	1989228	2073782	NA	NA	2073782	2063292.66666667	1.06	1.06	1.07	NA	NA	0.996	0.993	1	NA	NA	2	U0126	0.15625	DMSO	0	U0126_0.15625_DMSO_0.15625
2	242	-0.21	K02	neg	neg	2052092	2036005	2099424	NA	NA	2052092	2062507	1.02	1.08	1.09	NA	NA	0.989	0.998	1.002	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	200	-0.21	I08	neg	neg	1721540	1739674	1825418	743380	2143456	1739674	1634693.6	1.17	1.08	1.1	0.588	1.07	1.02	1.006	1.01	0.922	1.002	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	155	-0.21	G11	sample	sample	1601938	1801631	1781765	781981	2236397	1781765	1640742.4	1.08	1.12	1.07	0.618	1.11	1.005	1.014	1.005	0.933	1.011	1	U0126	0.625	DMSO	0	U0126_0.625_DMSO_0.625
2	160	-0.21	G16	sample	sample	2198297	1900702	2112631	NA	NA	2112631	2070543.33333333	1.09	1.01	1.09	NA	NA	1.003	0.983	1.003	NA	NA	2	U0126	1.25	DMSO	0	U0126_1.25_DMSO_1.25
1	334	-0.21	N22	sample	sample	1465680	1628629	1638771	1961527	2092103	1638771	1757342	0.992	1.01	0.985	1.55	1.04	0.987	0.993	0.987	1.127	0.998	1	MK2206	10	DMSO	0	MK2206_10_DMSO_10
2	194	-0.21	I02	neg	neg	2093640	2058915	2040115	NA	NA	2058915	2064223.33333333	1.04	1.1	1.05	NA	NA	0.993	1	0.996	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	270	-0.21	L06	sample	sample	2135937	2140130	1921568	NA	NA	2135937	2065878.33333333	1.06	1.14	0.993	NA	NA	0.997	1.008	0.983	NA	NA	2	Disulfiram	0.0390625	AKTi VIII	0.0390625	Disulfiram_0.0390625_AKTi VIII_0.0390625
1	166	-0.22	G22	sample	sample	1524755	1605052	1680701	1336829	2306359	1605052	1690739.2	1.03	0.995	1.01	1.06	1.15	0.995	0.99	0.993	1.046	1.017	1	U0126	10	DMSO	0	U0126_10_DMSO_10
1	203	-0.22	I11	neg	neg	1734348	1734095	1820749	819125	2094914	1734348	1640646.2	1.17	1.08	1.09	0.647	1.04	1.021	1.006	1.009	0.942	0.998	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	208	-0.22	I16	neg	neg	2068054	2037420	2102744	NA	NA	2068054	2069406	1.03	1.09	1.09	NA	NA	0.99	0.998	1.002	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	136	-0.22	F16	sample	sample	1645355	1730842	1634695	1569625	1937569	1645355	1703617.2	1.11	1.07	0.982	1.24	0.966	1.011	1.005	0.987	1.08	0.982	1	WORT	1.25	DMSO	0	WORT_1.25_DMSO_1.25
2	101	-0.22	E05	sample	sample	2143738	1965776	2109399	NA	NA	2109399	2072971	1.07	1.05	1.09	NA	NA	0.998	0.99	1.003	NA	NA	2	Bendamustine	5	PD	5	Bendamustine_5_PD_5
2	313	-0.22	N01	sample	sample	2081394	2138228	1987236	NA	NA	2081394	2068952.66666667	1.03	1.14	1.03	NA	NA	0.992	1.008	0.991	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	292	-0.22	M04	sample	sample	1728438	1824874	1895675	513174	2291079	1824874	1650648	1.17	1.13	1.14	0.406	1.14	1.021	1.016	1.017	0.844	1.016	1	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
2	364	-0.23	P04	sample	sample	2019190	2248359	1948019	NA	NA	2019190	2071856	1	1.2	1.01	NA	NA	0.985	1.019	0.986	NA	NA	2	DMSO	0	DMSO	0	DMSO_4_DMSO_4
1	265	-0.23	L01	sample	sample	1567238	1605150	1815117	1768099	1911873	1768099	1733495.4	1.06	0.996	1.09	1.4	0.953	1.001	0.99	1.008	1.105	0.979	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	103	-0.23	E07	sample	sample	2090260	2022786	2107932	NA	NA	2090260	2073659.33333333	1.04	1.08	1.09	NA	NA	0.993	0.996	1.003	NA	NA	2	Bendamustine	2.5	PD	2.5	Bendamustine_2.5_PD_2.5
2	125	-0.23	F05	sample	sample	2129378	2044102	2051645	NA	NA	2051645	2075041.66666667	1.06	1.09	1.06	NA	NA	0.997	0.999	0.997	NA	NA	2	WORT	5	DMSO	0	WORT_5_DMSO_5
